frame,nose_x,nose_y,nose_likelihood,neck_x,neck_y,neck_likelihood,withers_x,withers_y,withers_likelihood,frontleg_x,frontleg_y,frontleg_likelihood,backleg_x,backleg_y,backleg_likelihood
35,424,220,0.95,464,236,0.96,519,243,0.94,544,326,0.92,624,336,0.91
36,424,219,0.95,464,235,0.96,519,242,0.94,544,322,0.92,624,340,0.91
37,424,217,0.95,464,234,0.96,519,242,0.94,544,319,0.92,624,343,0.91
38,424,217,0.95,464,234,0.96,519,242,0.94,544,316,0.92,624,346,0.91
39,424,216,0.95,464,234,0.96,519,242,0.94,544,314,0.92,624,348,0.91
40,424,216,0.95,464,234,0.96,519,242,0.94,544,314,0.92,624,348,0.91
41,423,216,0.95,463,234,0.96,518,242,0.94,543,314,0.92,623,348,0.91
42,421,216,0.95,461,235,0.96,516,243,0.94,541,315,0.92,621,347,0.91
43,420,218,0.95,460,236,0.96,515,244,0.94,540,318,0.92,620,346,0.91
44,418,219,0.95,458,237,0.96,513,245,0.94,538,321,0.92,618,343,0.91
45,416,221,0.95,456,239,0.96,511,246,0.94,536,325,0.92,616,341,0.91
46,414,223,0.95,454,241,0.96,509,248,0.94,534,330,0.92,614,338,0.91
47,411,225,0.95,451,243,0.96,506,250,0.94,531,334,0.92,611,336,0.91
48,408,227,0.95,448,244,0.96,503,251,0.94,528,338,0.92,608,334,0.91
49,405,229,0.95,445,246,0.96,500,252,0.94,525,342,0.92,605,332,0.91
50,402,231,0.95,442,247,0.96,497,253,0.94,522,346,0.92,602,330,0.91
51,398,232,0.95,438,248,0.96,493,254,0.94,518,348,0.92,598,330,0.91
52,394,232,0.95,434,248,0.96,489,254,0.94,514,348,0.92,594,330,0.91
53,390,233,0.95,430,249,0.96,485,255,0.94,510,349,0.92,590,331,0.91
54,385,234,0.95,425,249,0.96,480,255,0.94,505,348,0.92,585,334,0.91
55,381,234,0.95,421,249,0.96,476,255,0.94,501,347,0.92,581,337,0.91
56,376,234,0.95,416,249,0.96,471,256,0.94,496,345,0.92,576,341,0.91
57,371,233,0.95,411,250,0.96,466,257,0.94,491,342,0.92,571,346,0.91
58,366,234,0.95,406,250,0.96,461,257,0.94,486,340,0.92,566,350,0.91
59,360,233,0.95,400,249,0.96,455,256,0.94,480,337,0.92,560,353,0.91
60,354,233,0.95,394,249,0.96,449,257,0.94,474,334,0.92,554,358,0.91
61,349,232,0.95,389,249,0.96,444,257,0.94,469,332,0.92,549,360,0.91
62,343,231,0.95,383,249,0.96,438,257,0.94,463,330,0.92,543,362,0.91
63,336,231,0.95,376,249,0.96,431,257,0.94,456,329,0.92,536,363,0.91
64,330,231,0.95,370,249,0.96,425,257,0.94,450,329,0.92,530,363,0.91
65,324,231,0.95,364,249,0.96,419,258,0.94,444,330,0.92,524,362,0.91
66,317,232,0.95,357,250,0.96,412,258,0.94,437,332,0.92,517,360,0.91
67,310,233,0.95,350,251,0.96,405,259,0.94,430,335,0.92,510,357,0.91
68,304,233,0.95,344,251,0.96,399,258,0.94,424,337,0.92,504,353,0.91
69,297,234,0.95,337,251,0.96,392,259,0.94,417,341,0.92,497,349,0.91
70,290,234,0.95,330,251,0.96,385,258,0.94,410,342,0.92,490,346,0.91
71,283,235,0.95,323,252,0.96,378,259,0.94,403,346,0.92,483,342,0.91
72,276,235,0.95,316,252,0.96,371,258,0.94,396,348,0.92,476,338,0.91
73,269,235,0.95,309,251,0.96,364,257,0.94,389,349,0.92,469,335,0.91
74,262,234,0.95,302,250,0.96,357,256,0.94,382,350,0.92,462,332,0.91
75,255,234,0.95,295,249,0.96,350,255,0.94,375,350,0.92,455,330,0.91
76,247,232,0.95,287,248,0.96,342,254,0.94,367,348,0.92,447,330,0.91
77,240,231,0.95,280,246,0.96,335,252,0.94,360,345,0.92,440,331,0.91
78,233,229,0.95,273,244,0.96,328,250,0.94,353,342,0.92,433,332,0.91
79,226,227,0.95,266,242,0.96,321,249,0.94,346,338,0.92,426,334,0.91
80,219,225,0.95,259,241,0.96,314,248,0.94,339,333,0.92,419,337,0.91
81,212,223,0.95,252,239,0.96,307,246,0.94,332,330,0.92,412,338,0.91
82,205,221,0.95,245,237,0.96,300,244,0.94,325,325,0.92,405,341,0.91
83,199,220,0.95,239,236,0.96,294,244,0.94,319,322,0.92,399,344,0.91
84,192,218,0.95,232,235,0.96,287,243,0.94,312,318,0.92,392,346,0.91
85,185,217,0.95,225,235,0.96,280,243,0.94,305,316,0.92,385,348,0.91
86,179,216,0.95,219,234,0.96,274,242,0.94,299,314,0.92,379,348,0.91
87,173,216,0.95,213,234,0.96,268,242,0.94,293,314,0.92,373,348,0.91
88,166,216,0.95,206,234,0.96,261,243,0.94,286,315,0.92,366,347,0.91
89,160,217,0.95,200,235,0.96,255,243,0.94,280,317,0.92,360,345,0.91
90,155,218,0.95,195,236,0.96,250,244,0.94,275,319,0.92,355,343,0.91
91,149,219,0.95,189,237,0.96,244,244,0.94,269,323,0.92,349,339,0.91
92,143,220,0.95,183,237,0.96,238,245,0.94,263,326,0.92,343,336,0.91
93,138,220,0.95,178,238,0.96,233,245,0.94,258,329,0.92,338,333,0.91
94,133,223,0.95,173,240,0.96,228,247,0.94,253,334,0.92,333,330,0.91
95,128,224,0.95,168,241,0.96,223,247,0.94,248,337,0.92,328,327,0.91
96,124,226,0.95,164,242,0.96,219,248,0.94,244,340,0.92,324,326,0.91
97,119,227,0.95,159,243,0.96,214,249,0.94,239,343,0.92,319,325,0.91
98,115,228,0.95,155,244,0.96,210,250,0.94,235,344,0.92,315,326,0.91
99,111,229,0.95,151,245,0.96,206,251,0.94,231,345,0.92,311,327,0.91
100,107,230,0.95,147,245,0.96,202,251,0.94,227,345,0.92,307,329,0.91
101,104,230,0.95,144,245,0.96,199,251,0.94,224,343,0.92,304,333,0.91
102,101,230,0.95,141,245,0.96,196,252,0.94,221,341,0.92,301,337,0.91
103,98,229,0.95,138,245,0.96,193,252,0.94,218,338,0.92,298,340,0.91
104,95,229,0.95,135,245,0.96,190,252,0.94,215,336,0.92,295,344,0.91
105,93,229,0.95,133,245,0.96,188,252,0.94,213,333,0.92,293,349,0.91
106,91,229,0.95,131,245,0.96,186,253,0.94,211,331,0.92,291,353,0.91
107,89,229,0.95,129,246,0.96,184,254,0.94,209,329,0.92,289,357,0.91
108,88,229,0.95,128,247,0.96,183,255,0.94,208,328,0.92,288,360,0.91
109,86,230,0.95,126,248,0.96,181,256,0.94,206,328,0.92,286,362,0.91
110,85,230,0.95,125,248,0.96,180,256,0.94,205,328,0.92,285,362,0.91
111,85,231,0.95,125,249,0.96,180,258,0.94,205,329,0.92,285,363,0.91
112,85,232,0.95,125,250,0.96,180,258,0.94,205,331,0.92,285,361,0.91
113,85,232,0.95,125,251,0.96,180,259,0.94,205,334,0.92,285,358,0.91
114,85,234,0.95,125,252,0.96,180,259,0.94,205,337,0.92,285,355,0.91
115,85,235,0.95,125,252,0.96,180,260,0.94,205,341,0.92,285,351,0.91
116,86,235,0.95,126,253,0.96,181,260,0.94,206,344,0.92,286,348,0.91
117,88,237,0.95,128,254,0.96,183,261,0.94,208,347,0.92,288,345,0.91
118,89,238,0.95,129,255,0.96,184,261,0.94,209,351,0.92,289,341,0.91
119,91,238,0.95,131,254,0.96,186,260,0.94,211,352,0.92,291,338,0.91
120,93,238,0.95,133,254,0.96,188,260,0.94,213,354,0.92,293,336,0.91
121,95,237,0.95,135,253,0.96,190,259,0.94,215,353,0.92,295,335,0.91
122,98,237,0.95,138,253,0.96,193,259,0.94,218,353,0.92,298,335,0.91
123,101,236,0.95,141,251,0.96,196,257,0.94,221,351,0.92,301,335,0.91
124,104,234,0.95,144,249,0.96,199,255,0.94,224,348,0.92,304,336,0.91
125,107,232,0.95,147,247,0.96,202,254,0.94,227,343,0.92,307,339,0.91
126,111,230,0.95,151,246,0.96,206,253,0.94,231,339,0.92,311,341,0.91
127,115,228,0.95,155,244,0.96,210,251,0.94,235,335,0.92,315,343,0.91
128,119,226,0.95,159,242,0.96,214,249,0.94,239,330,0.92,319,346,0.91
129,124,224,0.95,164,240,0.96,219,248,0.94,244,326,0.92,324,348,0.91
130,128,222,0.95,168,239,0.96,223,247,0.94,248,322,0.92,328,350,0.91
131,133,220,0.95,173,238,0.96,228,246,0.94,253,319,0.92,333,351,0.91
132,138,219,0.95,178,237,0.96,233,245,0.94,258,317,0.92,338,351,0.91
133,143,218,0.95,183,236,0.96,238,244,0.94,263,316,0.92,343,350,0.91
134,149,218,0.95,189,236,0.96,244,245,0.94,269,316,0.92,349,350,0.91
135,155,217,0.95,195,236,0.96,250,244,0.94,275,317,0.92,355,347,0.91
136,160,218,0.95,200,237,0.96,255,245,0.94,280,320,0.92,360,344,0.91
137,166,219,0.95,206,237,0.96,261,244,0.94,286,322,0.92,366,340,0.91
138,173,220,0.95,213,237,0.96,268,245,0.94,293,326,0.92,373,336,0.91
139,179,220,0.95,219,238,0.96,274,245,0.94,299,329,0.92,379,333,0.91
140,185,222,0.95,225,239,0.96,280,246,0.94,305,332,0.92,385,330,0.91
141,192,223,0.95,232,240,0.96,287,246,0.94,312,335,0.92,392,327,0.91
142,199,224,0.95,239,240,0.96,294,246,0.94,319,338,0.92,399,324,0.91
143,205,224,0.95,245,240,0.96,300,246,0.94,325,340,0.92,405,322,0.91
144,212,224,0.95,252,240,0.96,307,246,0.94,332,340,0.92,412,322,0.91
145,219,225,0.95,259,241,0.96,314,247,0.94,339,341,0.92,419,323,0.91
146,226,225,0.95,266,240,0.96,321,246,0.94,346,340,0.92,426,324,0.91
147,233,225,0.95,273,240,0.96,328,246,0.94,353,339,0.92,433,327,0.91
148,240,225,0.95,280,240,0.96,335,247,0.94,360,337,0.92,440,331,0.91
149,247,225,0.95,287,241,0.96,342,248,0.94,367,334,0.92,447,336,0.91
150,254,225,0.95,294,241,0.96,349,248,0.94,374,332,0.92,454,340,0.91
151,262,225,0.95,302,241,0.96,357,248,0.94,382,330,0.92,462,344,0.91
152,269,225,0.95,309,242,0.96,364,249,0.94,389,327,0.92,469,349,0.91
153,276,225,0.95,316,242,0.96,371,250,0.94,396,325,0.92,476,353,0.91
154,283,224,0.95,323,242,0.96,378,250,0.94,403,323,0.92,483,355,0.91
155,290,225,0.95,330,243,0.96,385,251,0.94,410,323,0.92,490,357,0.91
156,297,226,0.95,337,244,0.96,392,252,0.94,417,324,0.92,497,358,0.91
157,304,227,0.95,344,245,0.96,399,253,0.94,424,325,0.92,504,359,0.91
158,310,228,0.95,350,247,0.96,405,255,0.94,430,328,0.92,510,358,0.91
159,317,230,0.95,357,249,0.96,412,257,0.94,437,332,0.92,517,356,0.91
160,324,232,0.95,364,251,0.96,419,258,0.94,444,336,0.92,524,354,0.91
161,330,234,0.95,370,251,0.96,425,259,0.94,450,339,0.92,530,351,0.91
162,336,235,0.95,376,253,0.96,431,260,0.94,456,343,0.92,536,349,0.91
163,343,236,0.95,383,254,0.96,438,261,0.94,463,347,0.92,543,345,0.91
164,349,238,0.95,389,255,0.96,444,261,0.94,469,350,0.92,549,342,0.91
165,354,239,0.95,394,255,0.96,449,261,0.94,474,353,0.92,554,339,0.91
166,360,239,0.95,400,255,0.96,455,261,0.94,480,355,0.92,560,337,0.91
167,366,239,0.95,406,255,0.96,461,261,0.94,486,355,0.92,566,337,0.91
168,371,239,0.95,411,255,0.96,466,261,0.94,491,355,0.92,571,337,0.91
169,376,239,0.95,416,254,0.96,471,260,0.94,496,354,0.92,576,338,0.91
170,381,237,0.95,421,253,0.96,476,258,0.94,501,351,0.92,581,339,0.91
171,385,236,0.95,425,252,0.96,480,258,0.94,505,348,0.92,585,342,0.91
172,390,234,0.95,430,250,0.96,485,257,0.94,510,344,0.92,590,344,0.91
173,394,233,0.95,434,249,0.96,489,256,0.94,514,340,0.92,594,348,0.91
174,398,231,0.95,438,247,0.96,493,254,0.94,518,336,0.92,598,350,0.91
175,402,229,0.95,442,246,0.96,497,253,0.94,522,331,0.92,602,353,0.91
176,405,227,0.95,445,244,0.96,500,252,0.94,525,327,0.92,605,355,0.91
177,408,225,0.95,448,243,0.96,503,251,0.94,528,324,0.92,608,356,0.91
178,411,224,0.95,451,242,0.96,506,250,0.94,531,322,0.92,611,356,0.91
179,414,223,0.95,454,241,0.96,509,249,0.94,534,321,0.92,614,355,0.91
180,416,222,0.95,456,240,0.96,511,248,0.94,536,320,0.92,616,354,0.91
181,418,221,0.95,458,240,0.96,513,248,0.94,538,321,0.92,618,351,0.91
182,420,221,0.95,460,240,0.96,515,248,0.94,540,322,0.92,620,348,0.91
183,421,221,0.95,461,240,0.96,516,247,0.94,541,325,0.92,621,343,0.91
184,423,222,0.95,463,239,0.96,518,246,0.94,543,327,0.92,623,339,0.91
185,424,222,0.95,464,240,0.96,519,247,0.94,544,330,0.92,624,336,0.91
186,424,222,0.95,464,240,0.96,519,247,0.94,544,333,0.92,624,331,0.91
187,424,224,0.95,464,241,0.96,519,247,0.94,544,336,0.92,624,328,0.91
188,424,223,0.95,464,240,0.96,519,246,0.94,544,338,0.92,624,324,0.91
189,424,224,0.95,464,240,0.96,519,246,0.94,544,340,0.92,624,322,0.91
190,424,224,0.95,464,240,0.96,519,246,0.94,544,340,0.92,624,322,0.91
191,423,224,0.95,463,240,0.96,518,246,0.94,543,340,0.92,623,322,0.91
192,421,224,0.95,461,239,0.96,516,245,0.94,541,339,0.92,621,323,0.91
193,420,223,0.95,460,239,0.96,515,245,0.94,540,337,0.92,620,325,0.91
194,418,222,0.95,458,238,0.96,513,244,0.94,538,334,0.92,618,328,0.91
195,416,221,0.95,456,237,0.96,511,244,0.94,536,331,0.92,616,331,0.91
196,414,221,0.95,454,237,0.96,509,244,0.94,534,328,0.92,614,336,0.91
197,411,220,0.95,451,236,0.96,506,243,0.94,531,325,0.92,611,339,0.91
198,408,220,0.95,448,237,0.96,503,244,0.94,528,323,0.92,608,343,0.91
199,405,220,0.95,445,237,0.96,500,245,0.94,525,321,0.92,605,347,0.91
200,402,220,0.95,442,238,0.96,497,246,0.94,522,319,0.92,602,351,0.91
201,398,221,0.95,438,239,0.96,493,247,0.94,518,319,0.92,598,353,0.91
202,394,222,0.95,434,240,0.96,489,248,0.94,514,320,0.92,594,354,0.91
203,390,223,0.95,430,241,0.96,485,249,0.94,510,321,0.92,590,355,0.91
204,385,224,0.95,425,243,0.96,480,251,0.94,505,324,0.92,585,354,0.91
205,381,225,0.95,421,244,0.96,476,252,0.94,501,326,0.92,581,352,0.91
206,376,227,0.95,416,246,0.96,471,253,0.94,496,330,0.92,576,350,0.91
207,371,230,0.95,411,247,0.96,466,254,0.94,491,335,0.92,571,347,0.91
208,366,231,0.95,406,249,0.96,461,256,0.94,486,339,0.92,566,345,0.91
209,360,233,0.95,400,251,0.96,455,258,0.94,480,343,0.92,560,343,0.91
210,354,235,0.95,394,253,0.96,449,259,0.94,474,348,0.92,554,340,0.91
211,349,237,0.95,389,254,0.96,444,260,0.94,469,351,0.92,549,339,0.91
212,343,238,0.95,383,254,0.96,438,260,0.94,463,353,0.92,543,337,0.91
213,336,239,0.95,376,255,0.96,431,261,0.94,456,355,0.92,536,337,0.91
214,330,239,0.95,370,255,0.96,425,261,0.94,450,355,0.92,530,337,0.91
215,324,239,0.95,364,255,0.96,419,260,0.94,444,354,0.92,524,338,0.91
216,317,238,0.95,357,254,0.96,412,260,0.94,437,352,0.92,517,340,0.91
217,310,237,0.95,350,253,0.96,405,259,0.94,430,349,0.92,510,343,0.91
218,304,236,0.95,344,252,0.96,399,259,0.94,424,346,0.92,504,346,0.91
219,297,235,0.95,337,252,0.96,392,258,0.94,417,342,0.92,497,350,0.91
220,290,234,0.95,330,251,0.96,385,258,0.94,410,340,0.92,490,352,0.91
221,283,232,0.95,323,249,0.96,378,256,0.94,403,335,0.92,483,355,0.91
222,276,231,0.95,316,248,0.96,371,256,0.94,396,332,0.92,476,358,0.91
223,269,229,0.95,309,247,0.96,364,255,0.94,389,329,0.92,469,359,0.91
224,262,229,0.95,302,247,0.96,357,255,0.94,382,327,0.92,462,361,0.91
225,255,227,0.95,295,246,0.96,350,254,0.94,375,325,0.92,455,361,0.91
226,247,227,0.95,287,245,0.96,342,253,0.94,367,325,0.92,447,359,0.91
227,240,226,0.95,280,245,0.96,335,253,0.94,360,326,0.92,440,356,0.91
228,233,226,0.95,273,245,0.96,328,253,0.94,353,327,0.92,433,353,0.91
229,226,226,0.95,266,245,0.96,321,252,0.94,346,329,0.92,426,349,0.91
230,219,226,0.95,259,244,0.96,314,251,0.94,339,332,0.92,419,344,0.91
231,212,226,0.95,252,244,0.96,307,251,0.94,332,333,0.92,412,341,0.91
232,205,226,0.95,245,244,0.96,300,251,0.94,325,336,0.92,405,336,0.91
233,199,226,0.95,239,244,0.96,294,250,0.94,319,338,0.92,399,332,0.91
234,192,226,0.95,232,243,0.96,287,249,0.94,312,340,0.92,392,328,0.91
235,185,226,0.95,225,242,0.96,280,248,0.94,305,341,0.92,385,325,0.91
236,179,226,0.95,219,242,0.96,274,248,0.94,299,342,0.92,379,324,0.91
237,173,225,0.95,213,241,0.96,268,247,0.94,293,341,0.92,373,323,0.91
238,166,225,0.95,206,241,0.96,261,246,0.94,286,340,0.92,366,324,0.91
239,160,223,0.95,200,239,0.96,255,245,0.94,280,337,0.92,360,325,0.91
240,155,222,0.95,195,238,0.96,250,244,0.94,275,335,0.92,355,327,0.91
241,149,221,0.95,189,237,0.96,244,244,0.94,269,331,0.92,349,331,0.91
242,143,220,0.95,183,237,0.96,238,243,0.94,263,328,0.92,343,334,0.91
243,138,220,0.95,178,236,0.96,233,243,0.94,258,325,0.92,338,337,0.91
244,133,218,0.95,173,235,0.96,228,242,0.94,253,321,0.92,333,341,0.91
245,128,217,0.95,168,234,0.96,223,242,0.94,248,318,0.92,328,344,0.91
246,124,216,0.95,164,234,0.96,219,242,0.94,244,316,0.92,324,346,0.91
247,119,217,0.95,159,235,0.96,214,243,0.94,239,315,0.92,319,349,0.91
248,115,217,0.95,155,235,0.96,210,243,0.94,235,315,0.92,315,349,0.91
249,111,218,0.95,151,236,0.96,206,244,0.94,231,316,0.92,311,350,0.91
250,107,219,0.95,147,238,0.96,202,246,0.94,227,318,0.92,307,350,0.91
251,104,221,0.95,144,240,0.96,199,248,0.94,224,322,0.92,304,348,0.91
252,101,223,0.95,141,242,0.96,196,249,0.94,221,326,0.92,301,346,0.91
253,98,225,0.95,138,243,0.96,193,250,0.94,218,330,0.92,298,344,0.91
254,95,227,0.95,135,245,0.96,190,252,0.94,215,334,0.92,295,342,0.91
255,93,229,0.95,133,247,0.96,188,254,0.94,213,339,0.92,293,339,0.91
256,91,230,0.95,131,248,0.96,186,254,0.94,211,342,0.92,291,336,0.91
257,89,232,0.95,129,249,0.96,184,255,0.94,209,346,0.92,289,334,0.91
258,88,234,0.95,128,250,0.96,183,256,0.94,208,349,0.92,288,333,0.91
259,86,235,0.95,126,251,0.96,181,257,0.94,206,351,0.92,286,333,0.91
260,85,236,0.95,125,252,0.96,180,258,0.94,205,352,0.92,285,334,0.91
261,85,237,0.95,125,253,0.96,180,258,0.94,205,353,0.92,285,335,0.91
262,85,237,0.95,125,253,0.96,180,259,0.94,205,352,0.92,285,338,0.91
263,85,237,0.95,125,252,0.96,180,258,0.94,205,349,0.92,285,341,0.91
264,85,236,0.95,125,252,0.96,180,259,0.94,205,347,0.92,285,345,0.91
265,85,235,0.95,125,252,0.96,180,258,0.94,205,343,0.92,285,349,0.91
266,86,235,0.95,126,251,0.96,181,258,0.94,206,340,0.92,286,352,0.91
267,88,233,0.95,128,250,0.96,183,257,0.94,208,337,0.92,288,355,0.91
268,89,232,0.95,129,249,0.96,184,257,0.94,209,333,0.92,289,359,0.91
269,91,231,0.95,131,249,0.96,186,257,0.94,211,331,0.92,291,361,0.91
270,93,231,0.95,133,249,0.96,188,257,0.94,213,329,0.92,293,363,0.91
271,95,231,0.95,135,249,0.96,190,257,0.94,215,329,0.92,295,363,0.91
272,98,230,0.95,138,248,0.96,193,256,0.94,218,328,0.92,298,362,0.91
273,101,230,0.95,141,249,0.96,196,257,0.94,221,329,0.92,301,361,0.91
274,104,230,0.95,144,249,0.96,199,257,0.94,224,330,0.92,304,358,0.91
275,107,231,0.95,147,250,0.96,202,257,0.94,227,333,0.92,307,355,0.91
276,111,231,0.95,151,249,0.96,206,256,0.94,231,336,0.92,311,350,0.91
277,115,231,0.95,155,249,0.96,210,256,0.94,235,338,0.92,315,346,0.91
278,119,231,0.95,159,249,0.96,214,256,0.94,239,341,0.92,319,341,0.91
279,124,231,0.95,164,249,0.96,219,255,0.94,244,343,0.92,324,337,0.91
280,128,231,0.95,168,248,0.96,223,254,0.94,248,345,0.92,328,333,0.91
281,133,231,0.95,173,247,0.96,228,253,0.94,253,346,0.92,333,330,0.91
282,138,230,0.95,178,246,0.96,233,252,0.94,258,346,0.92,338,328,0.91
283,143,229,0.95,183,245,0.96,238,251,0.94,263,345,0.92,343,327,0.91
284,149,228,0.95,189,244,0.96,244,249,0.94,269,344,0.92,349,326,0.91
285,155,227,0.95,195,242,0.96,250,248,0.94,275,341,0.92,355,327,0.91
286,160,225,0.95,200,240,0.96,255,246,0.94,280,337,0.92,360,329,0.91
287,166,223,0.95,206,239,0.96,261,246,0.94,286,334,0.92,366,332,0.91
288,173,221,0.95,213,238,0.96,268,244,0.94,293,329,0.92,373,335,0.91
289,179,221,0.95,219,237,0.96,274,244,0.94,299,326,0.92,379,338,0.91
290,185,218,0.95,225,235,0.96,280,242,0.94,305,322,0.92,385,340,0.91
291,192,217,0.95,232,234,0.96,287,242,0.94,312,319,0.92,392,343,0.91
292,199,216,0.95,239,234,0.96,294,242,0.94,319,316,0.92,399,346,0.91
293,205,216,0.95,245,234,0.96,300,242,0.94,325,314,0.92,405,348,0.91
294,212,216,0.95,252,234,0.96,307,242,0.94,332,314,0.92,412,348,0.91
295,219,216,0.95,259,234,0.96,314,242,0.94,339,314,0.92,419,348,0.91
296,226,216,0.95,266,235,0.96,321,243,0.94,346,315,0.92,426,347,0.91
297,233,217,0.95,273,236,0.96,328,244,0.94,353,317,0.92,433,345,0.91
298,240,219,0.95,280,238,0.96,335,245,0.94,360,321,0.92,440,343,0.91
299,247,220,0.95,287,238,0.96,342,245,0.94,367,325,0.92,447,339,0.91
